,,,,,0,1,2,3,4
0,0,0,0,0,37.28122871374186,42.55310584236768,38.33801896391884,41.96129972923164,40.76602717391885
0,0,0,0,1,39.76602717391885,42.60421706752696,42.53469857082429,38.28122871374186,47.28122871374186
0,0,0,0,2,37.33088760977635,39.83452105263149,40.796429262631584,42.53469857082429,33.311214159086035
0,0,0,1,0,41.511973544227516,42.48519558450331,42.55310584236768,47.33801896391884,42.53469857082429
0,0,0,1,1,41.55310584236768,41.6099675799903,42.53469857082429,47.28122871374186,43.468015732317824
0,0,0,1,2,41.511973544227516,38.260776189804766,38.260776189804766,46.44897082199127,37.58987512197372
0,0,0,2,0,34.079858746300374,36.638313231367675,40.70923692374186,31.638313231367675,38.29779525813091
0,0,0,2,1,39.70923692374186,36.638313231367675,37.150617705847736,34.121214159086044,43.468015732317824
0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
0,0,1,0,0,40.804073739792145,42.55310584236768,47.260776189804766,42.60421706752696,42.60421706752696
0,0,1,0,1,41.58987512197372,38.33801896391884,43.468015732317824,42.55310584236768,47.235526160252796
0,0,1,0,2,38.36397928835782,39.121214159086044,46.48301370868603,42.450858746300376,33.11835586688417
0,0,1,1,0,41.58987512197372,42.48519558450331,45.71678633636843,47.235526160252796,42.58987512197372
0,0,1,1,1,41.55310584236768,41.6099675799903,47.260776189804766,47.20577287167034,47.32208346885969
0,0,1,1,2,39.36596205263158,35.689488717944386,45.32936584736842,44.809365121973734,35.796429262631584
0,0,1,2,0,41.28855400121285,42.6315789473684,46.987282223569835,37.28855400121285,42.58009274317743
0,0,1,2,1,38.17842105263157,37.987282223569835,41.26596205263155,37.20809135952204,47.11835586688417
0,0,1,2,2,0.0,0.0,0.0,0.0,0.0
0,0,2,0,0,37.33801896391884,40.76602717391885,33.33801896391884,40.258317189804764,42.53469857082429
0,0,2,0,1,40.27846411760859,40.258317189804764,33.87236980524713,38.260776189804766,47.33801896391884
0,0,2,0,2,34.85106894736834,42.511973544227516,30.85106894736834,42.53469857082429,30.85106894736834
0,0,2,1,0,39.36596205263158,42.59779884879871,35.258317189804764,44.731463544227516,36.86496013067621
0,0,2,1,1,39.96106681186245,38.29779525813091,35.96106681186245,45.967033717407816,45.51229645762495
0,0,2,1,2,38.17842105263157,35.11419558450331,33.97762082922267,46.9019506252814,33.97716310151754
0,0,2,2,0,36.150617705847736,39.121214159086044,30.79958274317744,31.638313231367675,42.59779884879871
0,0,2,2,1,41.5902359617602,36.32936584736842,34.83452105263157,37.5902359617602,43.18855400121285
0,0,2,2,2,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,41.60421706752696,47.33801896391884,38.28122871374186,42.60421706752696,42.55310584236768
0,1,0,0,1,41.511973544227516,47.20577287167034,42.58987512197372,42.59779884879871,47.260776189804766
0,1,0,0,2,38.83452105263149,47.260776189804766,38.28122871374186,42.48519558450331,34.83452105263149
0,1,0,1,0,40.96129972923164,47.33801896391884,42.511973544227516,46.62366636581293,39.83452105263149
0,1,0,1,1,41.58009274317743,46.44897082199127,40.76602717391885,47.343795360774266,47.28122871374186
0,1,0,1,2,36.48301370868603,40.714746830778424,39.36397928835782,43.468015732317824,37.29152200583014
0,1,0,2,0,38.178421052631464,43.531578947368295,40.70923692374186,34.178421052631464,42.408467588025154
0,1,0,2,1,41.28855400121285,46.987282223569835,38.235526160252796,37.28855400121285,44.70340795583644
0,1,0,2,2,0.0,0.0,0.0,0.0,0.0
0,1,1,0,0,41.60421706752696,47.33801896391884,45.86496013067621,42.48519558450331,42.60421706752696
0,1,1,0,1,41.59779884879871,47.33801896391884,43.468015732317824,42.53469857082429,43.468015732317824
0,1,1,0,2,37.36842105263156,46.48301370868603,45.07690920694438,42.449281426958564,37.35613282472242
0,1,1,1,0,41.55310584236768,43.468015732317824,47.28122871374186,43.468015732317824,41.804073739792145
0,1,1,1,1,41.59779884879871,46.44897082199127,43.468015732317824,47.28122871374186,47.33088760977635
0,1,1,1,2,41.28855400121285,44.238607589905634,43.53157894736841,47.235526160252796,37.28855400121285
0,1,1,2,0,41.35372874098241,47.05969860109157,41.86106681186246,37.28855400121285,41.370330345667035
0,1,1,2,1,41.40652028019576,43.00875476484202,46.787505294268904,37.40652028019576,47.28122871374186
0,1,1,2,2,0.0,0.0,0.0,0.0,0.0
0,1,2,0,0,38.121214159086044,43.468015732317824,37.59779884879871,36.86496013067621,38.28122871374186
0,1,2,0,1,41.59779884879871,47.33088760977635,36.84160718249555,37.150617705847736,42.045107702731585
0,1,2,0,2,39.36596205263151,46.48301370868603,31.499488717944388,39.77731415908604,37.408467588025154
0,1,2,1,0,40.804073739792145,47.33801896391884,36.804073739792145,45.967033717407816,36.47877142695856
0,1,2,1,1,41.511973544227516,42.886116993632115,34.13208346885969,43.48009274317743,47.33801896391884
0,1,2,1,2,38.748083140096035,40.73452105263158,31.66106894736842,46.9019506252814,34.17842105263157
0,1,2,2,0,41.10875476484201,46.787505294268904,37.10875476484201,37.10875476484201,40.796429262631364
0,1,2,2,1,38.17842105263145,44.260578947368316,37.5902359617602,34.17842105263145,43.191522005830144
0,1,2,2,2,0.0,0.0,0.0,0.0,0.0
0,2,0,0,0,37.33088760977635,32.23329731110033,42.58987512197372,35.809365121973734,41.370330345667035
0,2,0,0,1,40.84160718264738,36.357522530542624,38.29779525813091,42.449281426958564,46.49067464738598
0,2,0,0,2,37.20435328426271,33.260776189804766,41.804073739792145,42.449281426958564,33.20435328426271
0,2,0,1,0,37.03177027748836,34.48821564738597,38.33801896391884,43.87579516376219,36.71678633636843
0,2,0,1,1,40.357522530542624,36.357522530542624,42.58987512197372,44.20909274317744,45.95280281171402
0,2,0,1,2,37.03177027748836,33.03177027748836,37.990580006477934,43.87579516376219,33.03177027748836
0,2,0,2,0,36.987282223569835,32.987282223569835,42.20809135952204,32.987282223569835,39.121214159086044
0,2,0,2,1,41.6315789473684,37.6315789473684,42.28855400121285,37.6315789473684,47.36842105263156
0,2,0,2,2,0.0,0.0,0.0,0.0,0.0
0,2,1,0,0,41.60421706752696,37.60421706752696,47.33801896391884,42.60421706752696,38.260776189804766
0,2,1,0,1,41.60421706752696,37.56801573231782,47.33801896391884,41.370330345667035,47.343795360774266
0,2,1,0,2,38.0455261602528,36.6563051637622,47.260776189804766,42.60421706752696,34.0455261602528
0,2,1,1,0,38.7881834688597,34.7881834688597,43.468015732317824,45.23332372299262,42.60421706752696
0,2,1,1,1,41.40652028019576,36.05866979079336,43.468015732317824,41.24618783091508,45.62074421199262
0,2,1,1,2,39.36596205263158,37.29152199555771,41.120539846149946,44.85106894736842,33.80058000647798
0,2,1,2,0,38.17842105263157,36.42753723920982,43.53157894736841,34.17842105263157,42.20809135952204
