,,,,,0,1,2,3,4
0,0,0,0,0,9.888542210331952,10.202433070183284,10.118767212089477,9.678623435754202,10.14748401266905
0,0,0,0,1,18.570481437927636,14.506933409119455,17.38970789264017,16.586695960359023,29.20071459342808
0,0,0,0,2,5.8131179117391,10.06801879886108,5.978837087192281,7.96522834525199,3.462909542635376
0,0,0,1,0,17.22068788452627,17.616507831541064,14.43091092024894,27.74690695822716,14.402948535579117
0,0,0,1,1,21.213191967630877,19.459323951140483,18.65580935500921,25.246940428562922,20.250682570752264
0,0,0,1,2,18.457276975698093,13.236205252891756,15.96502689958854,26.140663407106167,17.16965608400487
0,0,0,2,0,6.134024434990895,9.001144960229157,8.485722087672602,4.659693456678342,14.119589156574044
0,0,0,2,1,18.716092488250165,17.024548329344075,15.830542282631674,15.804062601337904,25.102164917647
0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
0,0,1,0,0,19.177865792827134,18.39597894226239,25.867008075030324,14.508957378307677,18.689122398611794
0,0,1,0,1,22.139896585290582,20.388634476471744,26.339794143103802,15.164469047187263,23.26127272303958
0,0,1,0,2,16.18467581154474,10.759668786749902,19.3259854750671,14.334163847462186,14.732472451137802
0,0,1,1,0,22.254071188976024,14.280587473910943,24.902461994304634,23.595986133539654,13.99081940808862
0,0,1,1,1,21.9142555002995,16.741085264322823,27.01944287313427,23.143336074789662,22.55868439252044
0,0,1,1,2,21.048701472278232,14.163112932485255,23.089925832595974,28.38386801653566,18.9291508048842
0,0,1,2,0,17.126679647323975,11.939285566884724,20.23309623396497,14.022831148755401,20.429176315676205
0,0,1,2,1,19.605364208658635,15.179849543251983,20.91334384374068,15.933352580169148,23.23512219830961
0,0,1,2,2,0.0,0.0,0.0,0.0,0.0
0,0,2,0,0,5.574075191274242,15.402222928053327,4.481182992852594,9.293297189077904,7.202382903680108
0,0,2,0,1,16.433395153998745,18.129786110266362,15.472472373125575,10.847819891011852,22.42405637401682
0,0,2,0,2,7.01834741391784,7.337393645867799,4.856943950401391,9.927133969542245,4.008724300425596
0,0,2,1,0,16.814194297938236,16.24593159271041,16.02496834003145,18.731719120365476,10.687188692647462
0,0,2,1,1,17.07048345333416,15.272649486835288,16.16762258939263,20.033703942971258,17.29625267776845
0,0,2,1,2,17.61659017000019,12.035848480558059,16.90054515595142,18.350629898565778,18.079200599155484
0,0,2,2,0,5.67970674498565,8.154864361515783,3.5580158271495366,2.6501997430690873,6.018829847222621
0,0,2,2,1,16.66196194429587,15.272443837130297,16.515301483002403,16.714969095583392,20.42502281301211
0,0,2,2,2,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,19.22433919707732,27.069433584346278,13.799226007094134,16.662235512569012,16.201353014126788
0,1,0,0,1,19.027561340747944,26.61244637312594,15.781130428245884,13.282700792080387,19.55328929382357
0,1,0,0,2,17.749099499782815,17.857182795099042,12.61275466760956,16.50414869542276,17.15464841866406
0,1,0,1,0,20.739013434963123,26.87584027427444,19.33245113169051,21.006022254124243,17.88999914443212
0,1,0,1,1,21.83507832661436,22.654375141897475,17.642278257185847,28.945948311694117,21.668684148787463
0,1,0,1,2,20.235441627911257,21.357783415166175,14.130080066155877,27.48685465135575,18.712994845934894
0,1,0,2,0,16.726433923734128,21.763461009319357,10.114006348774728,14.44387394468675,12.804657667778656
0,1,0,2,1,17.74105703408341,17.90055578138366,14.471397055711943,17.539749669222076,18.466215189825515
0,1,0,2,2,0.0,0.0,0.0,0.0,0.0
