,0
732,30.0
733,-12.0
734,-73.0
735,149.0
736,34.0
737,-32.0
738,57.0
739,-86.0
740,91.0
741,8.0
742,3.0
743,54.0
744,7.0
745,-24.0
746,39.0
747,-46.0
748,-37.0
749,-43.0
750,-27.0
751,-33.0
752,-8.0
753,-18.0
754,-12.0
755,34.0
756,67.0
757,-66.0
758,47.0
759,12.0
760,-1.0
761,-36.0
762,-25.0
763,-47.0
764,-60.0
765,-91.0
766,20.0
767,-53.0
768,-8.0
769,-113.0
770,69.0
771,-3.0
772,-114.0
773,54.0
774,-80.0
775,-18.0
776,51.0
777,-47.0
778,1.0
779,-116.0
780,27.0
781,64.0
782,-62.0
783,91.0
784,48.0
785,-3.0
786,31.0
787,-14.0
788,-37.0
789,-155.0
790,-90.0
791,-136.0
792,-33.0
793,-19.0
794,11.0
795,-56.0
796,-16.0
797,-77.0
798,-62.0
799,70.0
800,-54.0
801,44.0
802,53.0
803,64.0
804,38.0
805,112.0
806,-89.0
807,-58.0
808,-36.0
809,10.0
810,9.0
811,6.0
812,97.0
813,-40.0
814,-89.0
815,-7.0
816,15.0
817,-32.0
818,8.0
819,-7.0
820,-106.0
821,28.0
822,30.0
823,26.0
824,-32.0
825,17.0
826,-24.0
827,15.0
828,33.0
829,10.0
830,26.0
831,101.0
832,3.0
833,-95.0
834,-59.0
835,-53.0
836,-76.0
837,11.0
838,30.0
839,15.0
840,-1.0
841,-47.0
842,1.0
843,70.0
844,-8.0
845,-79.0
846,20.0
847,-71.0
848,3.0
849,-28.0
850,-132.0
851,0.0
852,59.0
853,42.0
854,-4.0
855,37.0
856,-44.0
857,-17.0
858,35.0
859,-93.0
860,10.0
861,90.0
862,-105.0
863,16.0
864,-165.0
865,40.0
866,-11.0
867,-21.0
868,-18.0
869,6.0
870,-35.0
871,-40.0
872,112.0
873,-56.0
874,-4.0
875,-21.0
876,-23.0
877,59.0
878,7.0
879,-3.0
880,-21.0
881,-71.0
882,93.0
883,-42.0
884,-53.0
885,46.0
886,93.0
887,8.0
888,48.0
889,-19.0
890,38.0
891,-23.0
892,49.0
893,-22.0
894,65.0
895,70.0
896,-27.0
897,-7.0
898,53.0
899,-36.0
900,44.0
901,21.0
902,-16.0
903,-130.0
904,20.0
905,-2.0
906,40.0
907,-22.0
908,33.0
909,-73.0
910,-10.0
911,70.0
912,-43.0
913,59.0
914,12.0
915,-98.0
916,-49.0
917,38.0
918,36.0
919,-106.0
920,-17.0
921,65.0
922,-14.0
923,-86.0
924,-94.0
925,69.0
926,46.0
927,-6.0
928,53.0
929,-47.0
930,-86.0
931,-78.0
932,26.0
933,79.0
934,-100.0
935,64.0
936,-34.0
937,64.0
938,56.0
939,43.0
940,-21.0
941,83.0
942,-23.0
943,61.0
944,-14.0
945,-2.0
946,36.0
947,-7.0
948,-6.0
949,11.0
950,35.0
951,36.0
952,38.0
953,31.0
954,-36.0
955,54.0
956,15.0
957,-9.0
958,-7.0
959,-55.0
960,-155.0
961,5.0
962,-76.0
963,-96.0
964,48.0
965,9.0
966,-3.0
967,41.0
968,67.0
969,-5.0
970,-18.0
971,-38.0
972,-38.0
973,3.0
974,-66.0
975,-29.0
976,39.0
977,22.0
978,8.0
979,83.0
980,3.0
981,74.0
982,57.0
983,-56.0
984,-14.0
985,13.0
986,34.0
987,14.0
988,-33.0
989,45.0
990,69.0
991,-34.0
992,-11.0
993,37.0
994,29.0
995,-11.0
996,-58.0
997,-25.0
998,-116.0
999,-2.0
1000,-30.0
1001,-52.0
1002,26.0
1003,51.0
1004,91.0
1005,61.0
1006,-21.0
1007,-18.0
1008,-35.0
1009,-126.0
1010,-9.0
1011,33.0
1012,-41.0
1013,-9.0
1014,13.0
1015,87.0
1016,-60.0
1017,-146.0
1018,44.0
1019,-53.0
1020,30.0
1021,-70.0
1022,68.0
1023,-18.0
1024,-51.0
1025,25.0
1026,5.0
1027,56.0
1028,106.0
1029,-17.0
1030,-35.0
1031,-30.0
1032,-20.0
1033,-64.0
1034,-49.0
1035,30.0
1036,-16.0
1037,-63.0
1038,-46.0
1039,-109.0
1040,46.0
1041,-54.0
1042,-51.0
1043,11.0
1044,8.0
1045,-22.0
1046,14.0
1047,-45.0
1048,-47.0
1049,-1.0
1050,74.0
1051,-67.0
1052,11.0
1053,21.0
1054,10.0
1055,-8.0
1056,23.0
1057,-56.0
1058,21.0
1059,15.0
1060,30.0
1061,29.0
1062,-77.0
1063,-38.0
1064,-1.0
1065,-34.0
1066,-87.0
1067,33.0
1068,41.0
1069,-12.0
1070,25.0
1071,-23.0
1072,54.0
1073,-35.0
1074,-22.0
1075,-1.0
1076,41.0
1077,92.0
1078,-53.0
1079,46.0
1080,-4.0
1081,-18.0
1082,74.0
1083,8.0
1084,34.0
1085,1.0
1086,-27.0
1087,32.0
1088,-10.0
1089,21.0
1090,104.0
1091,-72.0
1092,-1.0
1093,-76.0
1094,80.0
1095,-39.0
1096,81.0
1097,-6.0
1098,-83.0
1099,73.0
1100,56.0
1101,-53.0
1102,32.0
1103,-11.0
1104,-17.0
1105,14.0
1106,12.0
1107,-7.0
1108,31.0
1109,-91.0
1110,-80.0
1111,-6.0
1112,5.0
1113,41.0
1114,45.0
1115,47.0
1116,99.0
1117,-8.0
1118,-4.0
1119,-9.0
1120,66.0
1121,49.0
1122,-55.0
1123,34.0
1124,-5.0
1125,-27.0
1126,70.0
1127,-74.0
1128,4.0
1129,-6.0
1130,30.0
1131,46.0
1132,24.0
1133,-25.0
1134,32.0
1135,37.0
1136,-10.0
1137,85.0
1138,1.0
1139,94.0
1140,-39.0
1141,-62.0
1142,-13.0
1143,75.0
1144,-64.0
1145,60.0
1146,53.0
1147,51.0
1148,-24.0
1149,-9.0
1150,-17.0
1151,30.0
1152,6.0
1153,45.0
1154,30.0
1155,63.0
1156,1.0
1157,-5.0
1158,19.0
1159,40.0
1160,73.0
1161,40.0
1162,18.0
1163,-20.0
1164,58.0
1165,3.0
1166,-7.0
1167,-23.0
1168,74.0
1169,-16.0
1170,-96.0
1171,-46.0
1172,-45.0
1173,-1.0
1174,-13.0
1175,43.0
1176,27.0
1177,32.0
1178,-33.0
1179,-23.0
1180,-25.0
1181,44.0
1182,-61.0
1183,-59.0
1184,59.0
1185,-8.0
1186,-48.0
1187,17.0
1188,55.0
1189,36.0
1190,-38.0
1191,40.0
1192,-15.0
1193,4.0
1194,-81.0
1195,-62.0
1196,2.0
1197,-31.0
1198,-77.0
1199,-86.0
1200,-85.0
1201,57.0
1202,41.0
1203,-23.0
1204,49.0
1205,75.0
1206,-47.0
1207,38.0
1208,-23.0
1209,-37.0
1210,-7.0
1211,-52.0
1212,-23.0
1213,79.0
1214,-40.0
1215,126.0
1216,-166.0
1217,-14.0
1218,37.0
1219,-1.0
1220,50.0
1221,52.0
1222,43.0
1223,37.0
1224,-5.0
1225,50.0
1226,-8.0
1227,-13.0
1228,3.0
1229,-58.0
1230,31.0
1231,-88.0
1232,-15.0
1233,106.0
1234,35.0
1235,21.0
1236,-28.0
1237,22.0
1238,-4.0
1239,-21.0
1240,61.0
1241,-39.0
1242,-12.0
1243,60.0
1244,-21.0
1245,18.0
1246,-4.0
1247,58.0
1248,-56.0
1249,47.0
1250,-10.0
1251,39.0
1252,44.0
1253,-36.0
1254,22.0
1255,62.0
1256,-1.0
1257,77.0
1258,-132.0
1259,-11.0
1260,67.0
1261,3.0
1262,73.0
1263,2.0
1264,-4.0
1265,-33.0
1266,14.0
1267,4.0
1268,2.0
1269,-90.0
1270,92.0
1271,102.0
1272,-5.0
1273,-23.0
1274,-24.0
1275,-45.0
1276,66.0
1277,70.0
1278,49.0
1279,-80.0
1280,20.0
1281,-77.0
1282,40.0
1283,-1.0
1284,69.0
1285,-25.0
1286,-131.0
1287,16.0
1288,-63.0
1289,-49.0
1290,-23.0
1291,-13.0
1292,-14.0
1293,49.0
1294,16.0
1295,18.0
1296,-53.0
1297,4.0
1298,64.0
1299,-26.0
1300,12.0
1301,-69.0
1302,-9.0
1303,-42.0
1304,-17.0
1305,-41.0
1306,-23.0
1307,-63.0
1308,-162.0
1309,135.0
1310,-97.0
1311,56.0
1312,-51.0
1313,-66.0
1314,-2.0
1315,-3.0
1316,85.0
1317,-51.0
1318,61.0
1319,27.0
1320,21.0
1321,26.0
1322,82.0
1323,-18.0
1324,-133.0
1325,31.0
1326,86.0
1327,-34.0
1328,5.0
1329,-28.0
1330,-28.0
1331,60.0
1332,-23.0
1333,15.0
1334,2.0
1335,71.0
1336,16.0
1337,-23.0
1338,60.0
1339,33.0
1340,67.0
1341,-13.0
1342,19.0
1343,-52.0
1344,-19.0
1345,2.0
1346,-27.0
1347,-2.0
1348,5.0
1349,-4.0
1350,49.0
1351,38.0
1352,-24.0
1353,-149.0
1354,43.0
1355,47.0
1356,-35.0
1357,-22.0
1358,-84.0
1359,54.0
1360,-1.0
1361,24.0
1362,89.0
1363,-74.0
1364,49.0
1365,19.0
1366,-43.0
1367,55.0
1368,-2.0
1369,-61.0
1370,117.0
1371,46.0
1372,31.0
1373,14.0
1374,5.0
1375,-20.0
1376,60.0
1377,36.0
1378,6.0
1379,-2.0
1380,1.0
1381,-28.0
1382,44.0
1383,74.0
1384,-36.0
1385,-6.0
1386,11.0
1387,-116.0
1388,-28.0
1389,92.0
1390,-19.0
1391,-64.0
1392,45.0
1393,103.0
1394,48.0
1395,69.0
1396,8.0
1397,-29.0
1398,8.0
1399,102.0
1400,-85.0
1401,-15.0
1402,-5.0
1403,40.0
1404,40.0
1405,69.0
1406,-48.0
1407,-21.0
1408,5.0
1409,-70.0
1410,10.0
1411,78.0
1412,-37.0
1413,-53.0
1414,25.0
1415,90.0
1416,-22.0
1417,-35.0
1418,23.0
1419,51.0
1420,-55.0
1421,176.0
1422,42.0
1423,-7.0
1424,36.0
1425,-29.0
1426,34.0
1427,-29.0
1428,-50.0
1429,77.0
1430,53.0
1431,-60.0
1432,62.0
1433,66.0
1434,31.0
1435,33.0
1436,-123.0
1437,-18.0
1438,11.0
1439,56.0
1440,77.0
1441,-75.0
1442,-26.0
1443,4.0
1444,53.0
1445,22.0
1446,-39.0
1447,82.0
1448,-39.0
1449,40.0
1450,-111.0
1451,77.0
1452,-45.0
1453,10.0
1454,-34.0
1455,16.0
1456,83.0
1457,5.0
1458,-12.0
1459,-86.0
1460,17.0
1461,73.0
1462,-1.0
1463,-3.0
1464,72.0
1465,-5.0
1466,4.0
1467,62.0
1468,26.0
1469,-40.0
1470,27.0
1471,27.0
1472,2.0
1473,0.0
1474,76.0
1475,-22.0
1476,20.0
1477,-35.0
1478,-37.0
1479,3.0
1480,-28.0
1481,77.0
1482,-48.0
1483,45.0
1484,-11.0
1485,18.0
1486,16.0
1487,23.0
1488,-3.0
1489,-135.0
1490,64.0
1491,14.0
1492,19.0
1493,-59.0
1494,22.0
1495,14.0
1496,13.0
1497,45.0
1498,63.0
1499,-64.0
1500,16.0
1501,-31.0
1502,-17.0
1503,38.0
1504,41.0
1505,100.0
1506,-29.0
1507,20.0
1508,4.0
1509,83.0
1510,33.0
1511,3.0
1512,40.0
1513,-68.0
1514,-23.0
1515,85.0
1516,39.0
1517,13.0
1518,8.0
1519,-24.0
1520,3.0
1521,98.0
1522,-74.0
1523,28.0
1524,21.0
1525,107.0
1526,-10.0
1527,-64.0
1528,68.0
1529,72.0
1530,26.0
1531,-3.0
1532,-110.0
1533,-153.0
1534,18.0
1535,5.0
1536,-101.0
1537,-40.0
1538,63.0
1539,18.0
1540,-11.0
1541,4.0
1542,12.0
1543,35.0
1544,68.0
1545,-44.0
1546,-12.0
1547,71.0
1548,55.0
1549,-6.0
1550,3.0
1551,-76.0
1552,14.0
1553,51.0
1554,-63.0
1555,4.0
1556,-31.0
1557,118.0
1558,-48.0
1559,-51.0
1560,-28.0
1561,51.0
1562,69.0
1563,-28.0
1564,69.0
1565,45.0
1566,16.0
1567,-38.0
1568,-6.0
1569,18.0
1570,-56.0
1571,-58.0
1572,-1.0
1573,-99.0
1574,27.0
1575,-7.0
1576,-56.0
1577,68.0
1578,55.0
1579,57.0
1580,-34.0
1581,8.0
1582,-71.0
1583,-138.0
1584,-3.0
1585,100.0
1586,-61.0
1587,-2.0
1588,10.0
1589,58.0
1590,16.0
1591,-18.0
1592,34.0
1593,-19.0
1594,-20.0
1595,75.0
1596,-58.0
1597,80.0
1598,-10.0
1599,-58.0
1600,-59.0
1601,54.0
1602,52.0
1603,18.0
1604,-27.0
1605,8.0
1606,-155.0
1607,115.0
1608,56.0
1609,-98.0
1610,32.0
1611,69.0
1612,72.0
1613,39.0
1614,32.0
1615,-118.0
1616,34.0
1617,-136.0
1618,56.0
1619,-29.0
1620,27.0
1621,91.0
1622,-67.0
1623,-84.0
1624,-102.0
1625,48.0
1626,2.0
1627,-9.0
1628,-25.0
1629,65.0
1630,12.0
1631,63.0
1632,16.0
1633,-123.0
1634,33.0
1635,-28.0
1636,-36.0
1637,70.0
1638,-7.0
1639,-26.0
1640,-16.0
1641,-34.0
1642,1.0
1643,-10.0
1644,-31.0
1645,23.0
1646,-6.0
1647,73.0
1648,-91.0
1649,-21.0
1650,-39.0
1651,46.0
1652,8.0
1653,-44.0
1654,50.0
1655,60.0
1656,1.0
1657,-1.0
1658,-36.0
1659,-5.0
1660,-23.0
1661,21.0
1662,30.0
1663,-87.0
1664,-151.0
1665,39.0
1666,27.0
1667,2.0
1668,65.0
1669,-10.0
1670,-3.0
1671,-23.0
1672,3.0
1673,13.0
1674,15.0
1675,24.0
1676,-25.0
1677,28.0
1678,5.0
1679,31.0
1680,-63.0
1681,32.0
1682,63.0
1683,27.0
1684,108.0
1685,-15.0
1686,-10.0
1687,57.0
1688,-46.0
1689,30.0
1690,79.0
1691,35.0
1692,92.0
1693,44.0
1694,41.0
1695,-96.0
1696,17.0
1697,17.0
1698,-19.0
1699,107.0
1700,-10.0
1701,48.0
1702,-12.0
1703,-17.0
1704,54.0
1705,-26.0
1706,-55.0
1707,78.0
1708,-88.0
1709,62.0
1710,-100.0
1711,51.0
1712,36.0
1713,-101.0
1714,33.0
1715,-57.0
1716,6.0
1717,-11.0
1718,-36.0
1719,42.0
1720,22.0
1721,8.0
1722,-61.0
1723,-46.0
1724,-40.0
1725,10.0
1726,-62.0
1727,54.0
1728,-26.0
1729,-53.0
1730,108.0
1731,53.0
1732,4.0
1733,-9.0
1734,101.0
1735,28.0
1736,73.0
1737,-6.0
1738,77.0
1739,107.0
1740,-11.0
1741,-56.0
1742,-24.0
1743,-9.0
1744,13.0
1745,45.0
1746,-107.0
1747,11.0
1748,115.0
1749,104.0
1750,10.0
1751,12.0
1752,-42.0
1753,5.0
1754,64.0
1755,60.0
1756,14.0
1757,39.0
1758,-41.0
1759,10.0
1760,36.0
1761,-26.0
1762,43.0
1763,13.0
1764,-35.0
1765,61.0
1766,-7.0
1767,3.0
1768,-52.0
1769,86.0
1770,-8.0
1771,22.0
1772,33.0
1773,-69.0
1774,43.0
1775,31.0
1776,-40.0
1777,46.0
1778,-5.0
1779,20.0
1780,-35.0
1781,-11.0
1782,-42.0
1783,-71.0
1784,-28.0
1785,62.0
1786,-94.0
1787,29.0
1788,0.0
1789,57.0
1790,61.0
1791,21.0
1792,25.0
1793,71.0
1794,15.0
1795,-48.0
1796,-1.0
1797,51.0
1798,11.0
1799,-7.0
1800,-6.0
1801,-102.0
1802,-15.0
1803,-30.0
1804,-53.0
1805,-39.0
1806,-50.0
1807,33.0
1808,-32.0
1809,-2.0
1810,33.0
1811,-71.0
1812,19.0
1813,58.0
1814,-46.0
1815,-7.0
1816,13.0
1817,-70.0
1818,-19.0
1819,65.0
1820,58.0
1821,57.0
1822,25.0
1823,-10.0
1824,33.0
1825,33.0
1826,13.0
1827,-14.0
1828,-38.0
1829,70.0
1830,9.0
1831,9.0
1832,69.0
1833,-113.0
1834,5.0
1835,23.0
1836,4.0
1837,-100.0
1838,-58.0
1839,86.0
1840,33.0
1841,53.0
1842,10.0
1843,66.0
1844,67.0
1845,39.0
1846,87.0
1847,21.0
1848,28.0
1849,5.0
1850,48.0
1851,21.0
1852,-48.0
1853,4.0
1854,26.0
1855,40.0
1856,-17.0
1857,53.0
1858,30.0
1859,90.0
1860,-9.0
1861,53.0
1862,7.0
1863,-87.0
1864,-46.0
1865,87.0
1866,12.0
1867,-82.0
1868,-95.0
1869,24.0
1870,62.0
1871,-148.0
1872,4.0
1873,-75.0
1874,25.0
1875,-69.0
1876,-66.0
1877,16.0
1878,25.0
1879,-17.0
1880,-63.0
1881,-73.0
1882,-15.0
1883,-1.0
1884,25.0
1885,-85.0
1886,60.0
1887,-19.0
1888,55.0
1889,-42.0
1890,13.0
1891,-38.0
1892,40.0
1893,17.0
1894,-7.0
1895,-133.0
1896,-49.0
1897,1.0
1898,-56.0
1899,24.0
1900,-27.0
1901,-101.0
1902,-182.0
1903,4.0
1904,-19.0
1905,61.0
1906,-8.0
1907,15.0
1908,-34.0
1909,21.0
1910,-76.0
1911,12.0
1912,-126.0
1913,80.0
1914,90.0
1915,5.0
1916,-42.0
1917,67.0
1918,-71.0
1919,22.0
1920,70.0
1921,-95.0
1922,-1.0
1923,12.0
1924,17.0
1925,49.0
1926,6.0
1927,-72.0
1928,63.0
1929,-48.0
1930,1.0
1931,-11.0
1932,-27.0
1933,50.0
1934,-10.0
1935,-12.0
1936,29.0
1937,21.0
1938,23.0
1939,-44.0
1940,28.0
1941,-15.0
1942,95.0
1943,2.0
1944,-45.0
1945,-13.0
1946,-39.0
1947,23.0
1948,45.0
1949,80.0
1950,11.0
1951,27.0
1952,-26.0
1953,-7.0
1954,-110.0
1955,-6.0
1956,22.0
1957,-84.0
1958,-75.0
1959,-28.0
1960,18.0
1961,-24.0
1962,104.0
1963,52.0
1964,14.0
1965,-22.0
1966,60.0
1967,48.0
1968,26.0
1969,-57.0
1970,-95.0
1971,21.0
1972,-35.0
1973,31.0
1974,-30.0
1975,-76.0
1976,-58.0
1977,37.0
1978,29.0
1979,37.0
1980,-34.0
1981,4.0
1982,18.0
1983,-106.0
1984,-30.0
1985,-6.0
1986,-14.0
1987,51.0
1988,-26.0
1989,20.0
1990,74.0
1991,38.0
1992,-49.0
1993,126.0
1994,-114.0
1995,14.0
1996,73.0
1997,-81.0
1998,22.0
1999,-24.0
2000,107.0
2001,-13.0
2002,-107.0
